Time,Value
2534,2.632814456
2535,3.103465689
2536,3.770127949
2537,3.837072763
2538,4.173825917
2539,3.520948656
2540,2.837194091
2541,4.572010286
2542,3.761349925
2543,4.147454887
2544,4.632462779
2545,3.026087227
2546,3.752898596
2547,6.808594369
2548,5.173904899
2549,3.433777169
2550,1.534637376
2551,0.136148316
2552,-0.064358906
2553,1.348892976
2554,1.385115046
2555,0.427267347
2556,-2.54964048
2557,-1.915452806
2558,-3.796569073
2559,-2.975632329
2560,-4.633572287
2561,-4.410321378
2562,-4.102089
2563,-6.214322296
2564,-6.250760594
2565,-4.564577778
2566,-4.905892494
2567,-3.685232801
2568,-2.15597302
2569,-3.064879691
2570,-2.034167149
2571,0.322896943
2572,0.953464218
2573,1.066429664
2574,2.412261451
2575,2.013862561
2576,1.212821026
2577,0.438721248
2578,0.143920995
2579,-1.021886643
2580,-1.031495456
2581,-2.356456373
2582,-3.479746747
2583,-2.72329733
2584,-3.28110175
2585,-1.692007291
2586,-2.528311257
2587,-2.106080128
2588,-2.278069774
2589,-1.74708639
2590,-1.499695322
2591,-0.794542596
2592,-0.838388183
2593,-0.534209783
2594,-0.489624364
2595,-0.968400886
2596,0.573239148
2597,0.485184678
2598,-0.717093772
2599,2.146024445
2600,0.090449878
2601,-1.131843396
2602,-1.794239734
2603,-1.546549659
2604,-1.876300511
2605,-1.738851418
2606,-3.639731888
2607,-1.87154641
2608,-0.679215172
2609,-0.545076977
2610,-0.447452846
2611,-2.276813998
2612,-2.737874056
2613,-2.185467356
2614,-1.260070746
2615,-0.348988063
2616,-0.533979862
2617,1.007133433
2618,-0.679868427
2619,0.351887176
2620,0.304787433
2621,0.231227316
2622,1.473146554
2623,0.771533902
2624,-1.392675341
2625,-1.796607844
2626,0.266880561
2627,-1.118736374
2628,-2.079825098
2629,-2.625906707
2630,-1.627453726
2631,-1.202673955
2632,-1.435011331
2633,-0.259487003
2634,-0.141907178
2635,0.026183459
2636,0.641044391
2637,-0.067322918
2638,1.824742945
2639,2.246213633
2640,2.229845164
2641,3.254339155
2642,3.377954607
2643,1.846790917
2644,2.027002667
2645,2.237758782
2646,0.962357621
2647,1.100833582
2648,-0.455827121
2649,0.438036586
2650,-1.079537063
2651,-2.130514756
2652,-1.38993143
2653,-0.300306356
2654,-0.064627653
2655,-1.241498404
2656,-1.207979661
2657,0.260761134
2658,1.357050114
2659,2.192097922
2660,1.378351039
2661,2.673841437
2662,1.758512835
2663,1.935896288
2664,0.778307489
2665,1.055747794
2666,0.871252519
2667,1.240701262
2668,2.407839653
2669,0.767831398
2670,0.823626229
2671,-0.46846846
2672,-0.131096086
2673,-0.886499061
2674,0.367742379
2675,-0.480972445
2676,-1.829016095
2677,-2.646707876
2678,-3.13408222
2679,-2.223532304
2680,-2.678893075
2681,-4.886108633
2682,-3.959438146
2683,-3.358126333
2684,-3.56140651
2685,-3.277474758
2686,-2.721539314
2687,-2.044538211
2688,-1.178153967
2689,-1.66171133
2690,-2.089132012
2691,-3.34992114
2692,-2.838977162
2693,-2.597639882
2694,-3.856533571
2695,-3.902118128
2696,-2.488978755
2697,-1.399996081
2698,-1.160263463
2699,-0.410961001
2700,1.018813011
2701,2.243082819
2702,2.204429001
2703,2.144264096
2704,2.191550077
2705,1.292922586
2706,0.934391585
2707,1.632897791
2708,3.526092387
2709,1.676025616
2710,1.225653394
2711,1.483890146
2712,0.32441031
2713,-0.755049084
2714,-2.215079992
2715,-2.250474165
2716,-3.148425249
2717,-1.423636183
2718,-1.360226003
2719,-1.105977483
2720,-1.032227197
2721,-1.633456822
2722,-2.30298899
2723,-1.227290663
2724,1.500210806
2725,0.804033487
2726,1.906521014
2727,1.119152537
2728,-1.434916099
2729,0.471086378
2730,-0.162270072
2731,0.505654441
2732,1.158628638
2733,0.416380661
2734,-1.038405886
2735,-1.671511079
2736,-1.808415444
2737,0.738249554
2738,1.716833078
2739,1.809429436
2740,1.371157702
2741,1.752378704
2742,0.569967685
2743,0.430808656
2744,1.34315802
2745,-0.059027303
2746,-0.754047803
2747,-1.61003118
2748,-1.059993158
2749,-1.768374507
2750,-3.568308496
2751,-1.306998002
2752,-0.274076983
2753,1.083825163
2754,1.765998582
2755,0.95874772
2756,0.006498218
2757,-0.258643162
2758,0.48667387
2759,0.342291643
2760,-0.947641867
2761,-0.145790733
2762,-0.658159157
2763,-1.231800803
2764,-2.21243081
2765,-1.952587483
2766,-1.956702093
2767,-1.607289659
2768,-0.127535657
2769,-0.046391334
2770,-0.151217757
2771,-0.428031644
2772,-0.180092145
2773,1.080858304
2774,1.642950001
2775,-0.873882636
2776,-1.012777763
2777,0.356889999
2778,0.613530709
2779,0.77004248
2780,2.782803748
2781,3.869463889
2782,4.547456243
2783,4.870081249
2784,4.848681162
2785,2.645476307
2786,2.697628072
2787,1.30096872
2788,2.039214276
2789,2.020497309
2790,1.101516523
2791,0.596828929
2792,0.591702667
2793,1.353183223
2794,2.055850422
2795,2.042045577
2796,2.06911054
2797,2.80177225
2798,0.848254708
2799,0.60726112
2800,0.113537653
2801,-0.168691687
2802,-1.482564161
2803,-2.374490956
2804,-2.942335826
2805,-1.910029534
2806,-0.439342628
2807,-0.35891099
2808,0.936779041
2809,2.033030831
2810,2.560573634
2811,3.013881093
2812,2.701492753
2813,2.117461572
2814,1.379539251
2815,1.01370915
2816,1.301481024
2817,3.336533359
2818,3.908426366
2819,3.002413112
2820,4.491356206
2821,4.138956748
2822,6.377061887
2823,6.419438569
2824,6.51803125
2825,6.944238694
2826,7.36837412
2827,7.954853599
2828,8.503471846
2829,7.257383935
2830,6.323592504
2831,5.107346358
2832,4.669047358
2833,3.327160353
2834,1.640709545
2835,0.422807165
2836,0.849183032
2837,0.552899119
2838,-1.359969086
2839,-1.75364132
2840,-2.571010283
2841,-1.497333515
2842,-1.264791155
2843,0.024338358
2844,0.859618334
2845,-1.182129573
2846,-1.74203046
2847,-1.421157418
2848,-0.697848599
2849,1.209342913
2850,1.533822952
2851,0.885738767
2852,-0.657700849
2853,-0.160791342
2854,2.096653366
2855,1.609995534
2856,2.013424367
2857,1.759671892
2858,0.98983018
2859,2.627113217
2860,3.69979419
2861,5.351728986
2862,4.727322799
2863,4.099354976
2864,2.463731274
2865,3.317679882
2866,2.266338298
2867,3.116553046
2868,2.919806912
2869,0.67335227
2870,0.353041462
2871,1.838687859
2872,2.641276773
2873,1.711783333
2874,0.96827566
2875,1.531843627
2876,2.774131365
2877,3.936079936
2878,1.893077085
2879,1.852217749
2880,2.117972052
2881,1.84120725
2882,1.590979601
2883,1.179813649
2884,1.807440106
2885,3.035231293
2886,4.403330166
2887,3.846340736
2888,1.882905528
2889,1.437194568
2890,1.707449636
2891,2.840526965
2892,4.048986468
2893,4.124711108
2894,2.458689977
2895,3.602251132
2896,1.712144734
2897,1.651448449
2898,1.253124603
2899,1.482418358
2900,2.581279902
2901,4.63505209
2902,4.7399684
2903,6.118442049
2904,3.993476233
2905,5.697462046
2906,2.51963998
2907,3.877109492
2908,4.242892408
2909,6.273457439
2910,3.744466183
2911,2.908610844
2912,2.380425938
2913,2.624089113
2914,2.256943349
2915,0.964316829
2916,0.137052848
2917,-0.850325553
2918,-0.758222701
2919,1.561233702
2920,2.212937833
2921,1.133664222
2922,2.65607229
2923,0.996218259
2924,2.168644916
2925,2.176782944
2926,1.087215859
2927,-0.315158266
2928,-1.491062044
2929,0.88265602
2930,0.882426881
2931,1.247709553
2932,3.458186425
2933,3.232744614
2934,3.011700062
2935,2.851306842
2936,3.307380434
2937,2.042407053
2938,2.066656458
2939,2.184893175
2940,3.294666765
2941,2.993604982
2942,4.55010989
2943,5.309792245
2944,5.338743764
2945,6.82523257
2946,6.49463377
2947,5.687440596
2948,3.550464603
2949,2.348547256
2950,0.473642534
2951,-0.003684009
2952,-0.244268726
2953,-0.731750097
2954,-1.023203588
2955,-2.183813383
2956,-2.821759086
2957,-1.559163662
2958,-1.522479053
2959,-0.192057558
2960,-0.134723468
2961,-1.776998162
2962,-2.549035866
2963,-2.511389385
2964,-1.737164018
2965,-0.29577481
2966,-1.125727905
2967,0.829477406
2968,0.429415761
2969,2.199240099
2970,1.246659602
2971,0.574174828
2972,0.292439804
2973,1.473598893
2974,-1.227034952
2975,0.48061027
2976,0.806535984
2977,0.059839454
2978,0.276057327
2979,0.206877124
2980,1.123906155
2981,0.362581159
2982,0.17958209
2983,-0.827604748
2984,-1.108449672
2985,-0.622977805
2986,0.546051077
2987,0.736977109
2988,-1.098595781
2989,-1.058783126
2990,-1.670212158
2991,-0.999039422
2992,-0.418424735
2993,-0.589236281
2994,-0.137904181
2995,1.36994628
2996,1.435815487
2997,1.590359962
2998,1.320613587
2999,1.783026079
3000,0.170361284
3001,-0.429307284
3002,-0.501997764
3003,-0.222610752
3004,0.867295245
3005,0.33829301
3006,2.162883768
3007,0.999509641
3008,0.531791479
3009,-0.706874868
3010,0.475196408
3011,-0.213837364
3012,0.221353362
3013,1.010054153
3014,0.410330859
3015,-1.064772226
3016,-1.289755471
3017,-0.276858687
3018,1.055129654
3019,1.786362935
3020,-0.121392053
3021,1.017604261
3022,0.767181084
3023,-0.962022014
3024,-0.320819816
3025,-1.550990239
3026,-1.910895947
3027,-3.95472844
3028,-3.364116868
3029,-2.746813566
3030,-3.842349783
3031,-4.481814552
3032,-4.875676574
3033,-3.868232126
3034,-2.278599938
3035,-1.044168635
3036,-1.818383246
3037,-2.809571468
3038,-1.659813382
3039,-2.668670636
3040,-1.520190898
3041,-2.20221798
3042,-1.487947038
3043,-0.901881867
3044,-0.922424931
3045,-1.750279362
3046,-1.282058273
3047,0.624964573
3048,-1.034053646
3049,-1.287835993
3050,-1.858165784
3051,-1.845013616
3052,-0.422843675
3053,-0.818064996
3054,-0.746074141
3055,-0.212519938
3056,-1.244911602
3057,-1.116960717
3058,-1.605231874
3059,-1.824648809
3060,-1.053141666
3061,-1.783250666
3062,-0.942388889
3063,-0.557046263
3064,-0.541667269
3065,0.094294359
3066,1.070616232
3067,0.558300053
3068,1.097317215
3069,0.599876163
3070,0.413441117
3071,0.065053542
3072,-1.677396812
3073,-2.627840939
3074,-1.963215337
3075,-0.740027208
3076,0.596561599
3077,1.264913904
3078,0.837252953
3079,2.259727039
3080,1.254502301
3081,1.054664832
3082,1.826071165
3083,1.906389048
3084,3.141107944
3085,3.390270689
3086,2.040683407
3087,0.859048187
3088,0.466577661
3089,-0.766491759
3090,-0.748414857
3091,-1.574074483
3092,-1.352607753
3093,-1.442738663
3094,-1.676035586
3095,-1.850790062
3096,-1.232266651
3097,0.218030054
3098,0.035252562
3099,1.609319289
3100,2.706517908
3101,0.865977074
3102,2.078067474
3103,0.712626726
3104,0.721187809
3105,2.75029459
3106,3.239893235
3107,4.372739058
3108,3.875454685
3109,4.100640383
3110,4.068679681
3111,3.114973747
3112,1.607767584
3113,1.235196073
3114,0.108866547
3115,-0.530870518
3116,0.658864172
3117,0.221667661
3118,0.22134429
3119,0.467763766
3120,1.105385368
3121,1.900065782
3122,3.017134474
3123,2.413440347
3124,1.755476412
3125,0.984634405
3126,-0.123891326
3127,-0.676363112
3128,0.283470797
3129,-1.5143222
3130,-0.962763208
3131,0.484684521
3132,0.751964644
3133,0.680584497
3134,-0.49024704
3135,-1.378529434
3136,-1.061497703
3137,-1.201798936
3138,-0.398178277
3139,0.724142063
3140,-0.770351661
3141,-1.428444727
3142,-0.356123533
3143,1.014390465
3144,1.197274118
3145,3.073077507
3146,3.173038997
3147,3.786825764
3148,4.398940021
3149,3.753953039
3150,2.34667631
3151,3.688795646
3152,3.342921127
3153,2.364631272
3154,2.669806955
3155,2.037547559
3156,0.953370647
3157,1.477231993
3158,1.925499799
3159,2.829899685
3160,4.85707409
3161,4.186667897
3162,3.599723474
3163,2.417041928
3164,1.475543627
3165,3.178127273
3166,3.033017277
3167,3.558015024
3168,3.935515841
3169,3.71916624
3170,2.041623931
3171,2.735434766
3172,2.291905601
3173,0.616823652
3174,2.760642415
3175,1.496624946
3176,1.841447379
3177,0.562211251
3178,-0.126623129
3179,0.176842926
3180,-0.180645193
3181,-0.819909745
3182,-1.090288563
3183,-1.542321946
3184,-1.48984725
3185,-1.601448729
3186,-2.772970199
3187,-3.086223838
3188,-2.257220261
3189,-3.436480914
3190,-2.362855366
3191,-0.791045762
3192,-2.50540201
3193,-1.492598664
3194,-1.651748848
3195,-1.260375238
3196,0.288204585
3197,0.286426084
3198,-0.259367208
3199,-1.540283073
3200,-2.164972224
3201,0.775581938
3202,1.596720041
3203,0.563942631
3204,1.040778779
3205,0.552023131
3206,2.032857254
3207,1.609249014
3208,1.977510866
3209,-0.00765019
3210,-0.731726779
3211,-0.468225851
3212,0.653994864
3213,-0.337483113
3214,1.923371536
3215,2.645320242
3216,2.664312027
3217,0.963135952
3218,0.635802676
3219,1.189840415
3220,0.222015089
3221,-0.528951407
3222,1.658615799
3223,2.003670292
3224,-0.061039749
3225,-1.401560065
3226,-0.308754489
3227,-1.214292251
3228,0.160884271
3229,-1.748301715
3230,-1.951283999
3231,0.244002546
3232,1.081752046
3233,1.874688943
3234,0.019345463
3235,1.568511415
3236,0.870996591
3237,-1.553670475
3238,0.146352229
3239,1.223553022
3240,-0.239330503
3241,-1.474938023
3242,-2.592587979
3243,-3.813882292
3244,-4.84568526
3245,-3.97908368
3246,-3.928097618
3247,-3.790011038
3248,-3.923082318
3249,-3.03556158
3250,-2.962409698
3251,-2.628878368
3252,-1.46697804
3253,-1.320994651
3254,-3.447652562
3255,-3.571027834
3256,-3.71343439
3257,-3.256197171
3258,-1.94607527
3259,-4.455156667
3260,-3.929513227
3261,-3.070296536
3262,-2.558405298
3263,-2.269273172
3264,-1.206403339
3265,-2.227048398
3266,-1.769166801
3267,-0.502202517
3268,-0.494414314
3269,1.141387914
3270,1.773180076
3271,1.330577114
3272,0.908966516
3273,0.404762731
3274,1.088622815
3275,0.379228523
3276,2.79176175
3277,1.906819086
3278,2.360498398
3279,0.743536295
3280,-0.208614301
3281,-0.408692358
3282,-1.014732318
3283,-0.606371966
3284,-1.448855606
3285,-2.810304209
3286,-2.937964145
3287,-3.93611899
3288,-2.940007678
3289,-2.905924713
3290,-4.758875362
3291,-3.977746857
3292,-3.644826449
3293,-1.865065572
3294,0.187174879
3295,-0.213802407
3296,0.014173359
3297,0.591234669
3298,1.059918955
3299,-0.905769587
3300,-1.49576357
3301,-0.651278226
3302,-0.708766229
3303,-0.556084631
3304,-1.080651658
3305,-1.780142257
3306,-0.79593991
3307,0.244711711
3308,1.960456338
3309,2.425275933
3310,2.716308832
3311,2.247886026
3312,1.539045218
3313,0.695473058
3314,2.946299767
3315,3.254608782
3316,2.188526858
3317,2.197917632
3318,1.574679729
3319,0.70463469
3320,1.835253808
3321,3.403639639
3322,4.157011064
3323,2.65185367
3324,1.981548504
3325,2.094947383
3326,2.014345486
3327,2.140708652
3328,1.823870643
3329,2.534041165
3330,2.006628813
3331,3.620705485
3332,3.599502544
3333,3.763847803
3334,3.900590911
3335,3.197722322
3336,0.520600555
3337,2.067272895
3338,2.477592355
3339,2.193255255
3340,2.911005532
3341,1.824272597
3342,2.382847792
3343,2.662299503
3344,3.994726763
3345,4.231767088
3346,3.725735068
3347,3.046829793
3348,1.861001689
3349,1.463386309
3350,1.939384742
3351,1.274527773
3352,-0.029199188
3353,-0.270108772
3354,0.587951276
3355,1.654534997
3356,2.535471598
3357,1.793672931
3358,2.980534487
3359,0.411086362
3360,1.758723471
3361,1.088348982
3362,0.775081215
3363,0.394694937
3364,-2.298396987
3365,-1.66633662
3366,0.3641013
3367,-1.542790632
3368,-1.115990906
3369,-1.936557055
3370,-1.223115464
3371,-0.658384683
3372,0.241009065
3373,0.356944457
3374,-0.839750761
3375,-1.91111788
3376,-4.441872837
3377,-3.833247841
3378,-3.771689519
3379,-2.126177604
3380,-1.29106666
3381,-0.577473874
3382,-0.084524922
3383,0.413306495
3384,1.508278287
3385,2.520533178
3386,2.327920201
3387,2.389372708
3388,1.515392009
3389,1.256487755
3390,1.943607237
3391,2.251506194
3392,3.835335098
3393,2.715020105
3394,3.288494466
3395,2.392650306
3396,1.486671285
3397,0.455097364
3398,1.078931805
3399,1.286859811
3400,2.439832303
3401,1.783897801
3402,1.693763539
3403,1.711439646
3404,1.54701602
3405,2.27919764
3406,2.652989816
3407,2.374196695
3408,1.140080362
3409,2.320170929
3410,2.323067008
3411,1.739162591
3412,-0.136505588
3413,0.787755047
3414,0.350466566
3415,0.281508115
3416,0.019785675
3417,0.141131922
3418,0.759918408
3419,0.852339283
3420,2.432461925
3421,3.809781492
3422,3.271495098
3423,3.673262241
3424,4.191314974
3425,5.370312223
3426,5.623175297
3427,6.040014931
3428,5.373617578
3429,4.193801295
3430,2.914239594
3431,2.352727802
3432,3.404538355
3433,1.444750218
3434,1.501543437
3435,1.485180395
3436,2.415027572
3437,1.921012672
3438,2.959262375
3439,4.010120388
3440,2.929242953
3441,2.673707003
3442,3.168154246
3443,1.44088956
3444,2.939836884
3445,4.739397729
3446,5.208032453
3447,4.017485714
3448,2.208687311
3449,2.101173396
3450,3.065259064
3451,2.953364977
3452,1.280227828
3453,1.926714188
3454,2.507970282
3455,3.712788599
3456,3.293412177
3457,4.280112609
3458,3.115825492
3459,2.581556212
3460,3.796963343
3461,3.435202274
3462,3.107293614
3463,4.148672086
3464,3.065026976
3465,1.201704324
3466,-0.02017233
3467,1.679879894
3468,1.629650826
3469,0.47676773
3470,-1.484449618
3471,-0.891742484
3472,-0.666831862
3473,-0.360344628
3474,-0.955560967
3475,-0.484853838
3476,-0.215336962
3477,0.239450698
3478,-0.146283437
3479,1.556991804
3480,0.451106277
3481,1.704041199
3482,0.688332248
3483,0.952255344
3484,1.039155011
3485,0.96141025
3486,1.093291738
3487,0.44597057
3488,0.330553036
3489,0.342326779
3490,1.695240138
3491,1.931705228
3492,2.846256099
3493,3.300864029
3494,3.511193051
3495,3.095116058
3496,4.13867538
3497,4.223125503
3498,4.497852847
3499,3.263415296
3500,3.776943703
3501,2.462022857
3502,1.9335051
3503,1.474984472
3504,1.425349986
3505,0.671888492
3506,0.762597922
3507,0.91138582
3508,0.150972432
3509,1.133805698
3510,-0.359516167
3511,-0.723607869
3512,-0.433508371
3513,-1.002272439
3514,-0.413554587
3515,-1.113082881
3516,-1.70590443
3517,-2.988231116
3518,-3.296218408
3519,-3.542410236
3520,-2.187958539
3521,-0.346544086
3522,-0.395879929
3523,-0.18411937
3524,0.110032845
3525,0.402509775
3526,1.011678298
3527,0.41966789
3528,0.357007946
3529,-0.55076207
3530,-0.823617522
3531,0.884812117
3532,-1.318393871
3533,-0.528022645
3534,-0.583829797
3535,0.065017889
3536,-1.279604617
3537,-0.452897776
3538,-0.530881938
3539,-0.083836352
3540,-0.158466647
3541,-0.31800988
3542,0.226892615
3543,-0.264279172
3544,0.962379804
3545,2.12820769
3546,1.457799464
3547,1.134280223
3548,1.001621262
3549,0.573472356
3550,-1.004742035
3551,-0.545560045
3552,-0.016962763
3553,0.777063727
3554,0.829810987
3555,0.9697148
3556,3.864528311
3557,2.031366888
3558,2.518524504
3559,2.197783441
3560,1.603251587
3561,1.121781191
3562,2.465265084
3563,1.939412235
3564,1.779152256
3565,0.511750958
3566,1.287220055
3567,2.028790723
3568,2.089452018
3569,3.394085368
3570,3.095726316
3571,4.112727476
3572,2.023624202
3573,1.878736457
3574,2.423087046
3575,2.471953219
3576,1.986471074
3577,1.09396271
3578,1.947270834
3579,0.712851918
3580,0.592279544
3581,1.266256771
3582,0.045237097
3583,0.260097179
3584,0.78963693
3585,-0.813253329
3586,0.809085875
3587,1.473198713
3588,0.995229418
3589,0.888491487
3590,1.263401169
3591,2.483275767
3592,3.106691584
3593,2.210100946
3594,2.262690964
3595,2.62189854
3596,3.603021313
3597,3.945396037
3598,3.087227508
3599,1.062417573
3600,1.006379197
3601,1.109541089
3602,1.793240006
3603,3.021274591
3604,1.912043303
3605,1.184394684
3606,1.779734198
3607,0.600770362
3608,1.35799047
3609,-0.140205435
3610,0.016909978
3611,-1.02804401
3612,0.09279641
3613,1.535005428
3614,1.81960259
3615,0.365802487
3616,-0.866246034
3617,0.430773144
3618,0.538781802
3619,0.769383951
3620,1.496605781
3621,2.144441574
3622,2.281957811
3623,3.567435329
3624,3.37448231
3625,2.118313342
3626,1.488796837
3627,0.380620461
3628,-0.988193316
3629,-0.971038769
3630,-1.45182705
3631,-1.56700334
3632,-0.099484817
3633,-0.108263314
3634,-1.845183027
3635,-2.380553571
3636,-1.717568357
3637,-1.768259675
3638,-0.339284793
3639,-1.181323678
3640,-1.436583268
3641,-3.031974495
3642,-2.384169577
3643,-1.18542139
3644,-2.501492715
3645,-4.205787889
3646,-3.502723747
3647,-3.385039231
3648,-2.375777673
3649,-1.477487031
3650,-1.340155248
3651,0.874928291
3652,0.220045906
3653,-0.923705726
3654,-0.385136121
3655,-0.061098862
3656,0.559978194
3657,-0.703671416
3658,-1.052255724
3659,-1.203602871
3660,-1.142998908
3661,1.200206349
3662,-0.214986807
3663,-1.471822367
3664,-2.199109956
3665,-1.080014764
3666,0.698913869
3667,-0.100835062
3668,0.569718426
3669,1.474140429
3670,0.972296483
3671,1.592399513
3672,0.270173608
3673,0.049034625
3674,-0.322887451
3675,-0.895023629
3676,0.218419767
3677,-1.5286693
3678,-2.158151421
3679,-1.809330779
3680,-2.474908611
3681,-0.772519857
3682,-1.272106006
3683,-0.306091225
3684,-1.168095037
3685,-2.285533764
3686,-0.759576704
3687,-1.043854482
3688,-1.880271642
3689,-1.325133797
3690,-0.489197802
3691,-1.357957021
3692,-2.835442763
3693,-3.206697643
3694,-5.36747618
3695,-3.466128338
3696,-4.110495771
3697,-3.265610639
3698,-2.779531193
3699,-1.545056449
3700,-2.990088018
3701,-3.314137174
3702,-2.304115929
3703,-0.689128014
3704,-1.02604588
3705,-1.331517984
3706,-0.962388062
3707,0.506238739
3708,1.289302178
3709,-0.253290371
3710,-0.389329974
3711,1.712141409
3712,1.832032482
3713,1.275539713
3714,1.227339149
3715,1.999868341
3716,1.952862778
3717,0.729949418
3718,1.223129166
3719,1.081804056
3720,-0.34500204
3721,0.843291528
3722,0.644426876
3723,0.676365282
3724,3.190260018
3725,2.810187655
3726,2.573653508
3727,1.066059182
3728,-0.534925748
3729,0.318077171
3730,2.037038537
3731,3.343087206
3732,3.348604597
3733,4.481470137
3734,4.524498361
3735,3.158637603
3736,2.964589151
3737,4.367250113
3738,5.512318378
3739,5.329123074
3740,5.72824164
3741,4.709916099
3742,3.222633753
3743,2.151280848
3744,1.359177775
3745,2.146667027
3746,1.168077984
3747,-0.664979841
3748,-0.672824803
3749,-1.248680109
3750,-0.849005103
3751,0.544343043
3752,2.88103098
3753,3.232054402
3754,3.309574251
3755,3.045721342
3756,2.556730303
3757,2.148396972
3758,2.637594059
3759,3.157314666
3760,2.380134983
3761,2.271986664
3762,2.94362627
3763,2.223459968
3764,2.507271382
3765,2.54706235
3766,3.11827222
3767,1.355194787
3768,1.62003863
3769,1.418518838
3770,4.144167559
3771,2.90720788
3772,2.744512505
3773,1.896931527
3774,1.781659059
3775,2.203984724
3776,1.643312676
3777,1.280517119
3778,2.223014739
3779,1.821368981
3780,-0.207497241
3781,-2.779918681
3782,-3.190442326
3783,-3.525395484
3784,-4.574344645
3785,-3.062155455
3786,-2.240478174
3787,-1.528688192
3788,-1.633548095
3789,0.245900633
3790,1.747284858
3791,2.798176883
3792,2.548813489
3793,1.580656592
3794,1.022954425
3795,0.566907704
3796,2.101131437
3797,2.428704849
3798,1.583727024
3799,1.87398388
3800,2.562157186
3801,2.166089554
3802,2.003705374
3803,3.396621715
3804,4.366414356
3805,3.338997254
3806,3.555635197
3807,2.45122771
3808,1.598247172
3809,0.699624259
3810,0.492800544
3811,-0.318922924
3812,-0.389027153
3813,-2.496885059
3814,-2.438039719
3815,-2.393462009
3816,-3.978786126
3817,-2.446728449
3818,-3.217431407
3819,-2.137493491
3820,-4.222292169
3821,-2.774890262
3822,-0.639464249
3823,-2.839751172
3824,-1.704478059
3825,-2.587013779
3826,-1.476077333
3827,-2.436059763
3828,-1.998314128
3829,-1.935103451
3830,-2.162124782
3831,-3.249471729
3832,-2.689129671
3833,-3.671758471
3834,-4.199878898
3835,-3.319789123
3836,-3.251173666
3837,-2.03950255
3838,0.000905027
3839,-0.107871783
3840,0.179246828
3841,0.010500125
3842,-1.02143552
3843,0.350171501
3844,-0.252643914
3845,0.26548232
3846,0.072191238
3847,-1.381912738
3848,-0.43226186
3849,1.230007888
3850,2.277861679
3851,0.919331544
3852,0.520261159
3853,0.318929661
3854,0.610183728
3855,-1.5756763
3856,-2.775259581
3857,-1.013564532
3858,-1.96619186
3859,-4.005378776
3860,-2.790000548
3861,-4.55001227
3862,-4.305312389
3863,-5.063413439
3864,-3.695092956
3865,-3.601722722
3866,-3.005998108
3867,-1.88950699
3868,-1.498649762
3869,-0.642561964
3870,-0.65932554
3871,0.655565216
3872,-0.929333976
3873,-1.035140071
3874,-1.722810501
3875,0.99084956
3876,1.076932806
3877,1.966595197
3878,1.878828542
3879,2.064303049
3880,3.150234334
3881,2.489180188
3882,2.770050522
3883,2.557729798
3884,3.092412468
3885,1.41350349
3886,-0.501160909
3887,-0.107630115
3888,-1.835165638
3889,-0.860649297
3890,-0.899525632
3891,0.263721935
3892,0.478479346
3893,2.086235984
3894,2.650768752
3895,1.461200313
3896,0.652738612
3897,1.487193964
3898,3.310193466
3899,3.267728613
3900,2.91453428
3901,1.58872524
3902,0.471853442
3903,0.662806832
3904,1.623754069
3905,1.577189331
3906,1.688167245
3907,0.763857932
3908,1.038336611
3909,0.63767135
3910,1.752240142
3911,1.12666249
3912,0.273470335
3913,-0.569225135
3914,-0.202709172
3915,-1.057778488
3916,-1.870284758
3917,-1.772179742
3918,-0.846443463
3919,1.293987006
3920,0.183071718
3921,0.622423848
3922,2.008185087
3923,2.521280293
3924,3.387980197
3925,2.278976985
3926,3.123212528
3927,1.879926047
3928,2.10194593
3929,1.834000727
3930,2.577200775
3931,1.504681038
3932,2.18948545
3933,3.539154507
3934,3.963423058
3935,3.367863223
3936,3.413005977
3937,2.57556336
3938,2.281127765
3939,1.711087454
3940,0.429698188
3941,-1.198514275
3942,-1.145342221
3943,-1.839237529
3944,-2.369628941
3945,-1.899007165
3946,-0.414226024
3947,-0.941281017
3948,-2.050135863
3949,-3.033842373
3950,-2.714404347
3951,-2.272033333
3952,-0.692111817
3953,-0.497953544
3954,0.047545825
3955,0.485175932
3956,1.682463059
3957,1.777239773
3958,1.395917967
3959,1.229895042
3960,0.476393894
3961,0.258550043
3962,1.739840937
3963,1.462524847
3964,1.6164501
3965,0.129571967
3966,1.712386875
3967,0.804993221
3968,1.478472823
3969,2.767435706
3970,3.080674635
3971,1.135844362
3972,0.818838598
3973,1.048293054
3974,-1.017895097
3975,-1.878355189
3976,-1.205798463
3977,0.308598909
3978,-0.107726795
3979,-1.148141772
3980,-1.719391816
3981,-0.130463049
3982,-0.346759529
3983,0.369156636
3984,-0.318149219
3985,1.116081198
3986,0.2207395
3987,1.875485214
3988,2.218217696
3989,2.351799685
3990,3.597741247
3991,3.700671908
3992,3.628163039
3993,2.430268799
3994,3.130276177
3995,4.030084538
3996,2.267782771
3997,1.191424737
3998,-0.389926744
3999,-0.795168478
4000,-1.257863631
4001,-1.340695073
4002,-2.46504353
4003,-2.019567068
4004,-2.500451692
4005,-2.286387835
4006,-0.660710711
4007,-0.724238833
4008,0.215244921
4009,1.489233199
4010,1.023464755
4011,0.434460097
4012,1.586051205
4013,1.477171476
4014,2.571043164
4015,1.665206305
4016,1.907493472
4017,1.18508299
4018,1.307116977
4019,1.2368282
4020,3.383027649
4021,3.090511367
4022,3.270524647
4023,3.289539724
